Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.2008722381591797,0.5014,1.7714274490356445,0.2
2.0,0.8255518909454346,0.6736,0.9346149141311646,0.6332
3.0,0.6926890323638916,0.7312,0.7385018031120301,0.734
4.0,0.6246039878845215,0.7712,0.6297324262619018,0.7684
5.0,0.5898551110267639,0.7834,0.669537820148468,0.7796
6.0,0.5184678323745727,0.804,0.5440526611328125,0.8076
7.0,0.4833143448829651,0.8228,0.6651686364173889,0.7744
8.0,0.41943428468704225,0.8498,0.5442473813056946,0.8144
9.0,0.3812114652633667,0.8666,1.6262030199050903,0.6444
10.0,0.4570159143447876,0.8356,0.5548642800331116,0.8064
11.0,0.3910665298461914,0.8664,0.6890731266975403,0.7496
12.0,0.35759414319992067,0.8766,0.8979916165351868,0.7364
13.0,0.4233181987762451,0.8532,0.6689976165771484,0.7828
14.0,0.40022297592163086,0.8568,0.5449571025848389,0.8068
15.0,0.3115268436431885,0.8914,0.533039135980606,0.8364
16.0,0.3026889110565186,0.8914,0.6011931400299072,0.8156
17.0,0.3897542142868042,0.859,0.5894575061321259,0.814
18.0,0.2521670995205641,0.9114,0.5812226211547852,0.814
19.0,0.1429284143447876,0.9528,0.5698161313056945,0.832
20.0,0.113188694190979,0.9626,0.7430800407409668,0.8048
21.0,0.3934568028926849,0.8684,0.5191737728118897,0.8408
22.0,0.21423521535396575,0.9294,0.504730119419098,0.838
23.0,0.1352045069694519,0.9538,0.5357476387500762,0.83
24.0,0.11212724125385284,0.9618,0.7627193725585938,0.8112
25.0,0.09350216474533081,0.9682,0.5551496351242066,0.8432
26.0,0.22819330291748047,0.9252,0.6097965365409851,0.8108
27.0,0.21645200516581536,0.9298,0.48161042919158936,0.854
28.0,0.08861121520996093,0.9748,0.7543108677864074,0.7932
29.0,0.41185435581207275,0.8634,0.5680885398387909,0.8324
30.0,0.2795595554351807,0.904,0.9051649730682373,0.714
