Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.064979103899002,0.572,1.0262391214370727,0.5416
2.0,0.7165260503768921,0.7314,0.665557934474945,0.7436
3.0,0.6404004619598389,0.7616,1.007610425567627,0.6444
4.0,0.5866428667068482,0.788,0.8068207315444946,0.7216
5.0,0.5345700562000275,0.8058,0.6195732866764069,0.7648
6.0,0.5021919031143188,0.8236,0.5601460888862609,0.8064
7.0,0.4438037712097168,0.847,0.6029297322750091,0.8192
8.0,0.424561255645752,0.8508,0.4678460412979126,0.8472
9.0,0.410867414855957,0.8578,0.6735144315242767,0.7784
10.0,0.35739602012634275,0.873,0.5293327530622483,0.8384
11.0,0.3115187589168549,0.8918,1.9715794090270997,0.564
12.0,0.3259007975578308,0.8822,0.5042318530678749,0.8328
13.0,0.25572918833494185,0.9124,0.6265988938003778,0.832
14.0,0.2211674186706543,0.924,0.7772258142054081,0.7664
15.0,0.1991462182044983,0.9294,0.8212430275917053,0.7644
16.0,0.33541563358306886,0.8858,0.7032294903624803,0.8072
17.0,0.27460168914794925,0.9006,0.6725212240636349,0.7872
18.0,0.22919053020477295,0.9198,0.6295431415813509,0.8188
19.0,0.19855711040496826,0.929,0.6777513397216797,0.7816
20.0,0.1994783127307892,0.9284,0.4876469347000122,0.8508
21.0,0.11185054104924202,0.9616,0.5931500200271607,0.8556
22.0,0.185705509185791,0.9352,0.6883031078338623,0.806
23.0,0.17724813179969787,0.9414,0.5438840774536133,0.8404
24.0,0.1575569683074951,0.9486,0.6615661078453065,0.8036
25.0,0.1580615209579468,0.9474,0.5446466892242432,0.8436
26.0,0.16328948311805724,0.9416,0.5109132838726044,0.8564
27.0,0.08385320562124253,0.9718,0.5155743472576141,0.8592
28.0,0.06900599143505097,0.977,0.6172725325584412,0.8588
29.0,0.13093507503941657,0.953,0.5689641632631421,0.8316
30.0,0.05087789590358734,0.984,0.6200903984069824,0.8508
