Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.2821677604675292,0.5246,1.0218140954017638,0.6164
2.0,0.9950304587364197,0.6172,1.144099219894409,0.5504
3.0,0.8537254808425904,0.6712,1.157666803431511,0.6212
4.0,0.7828796258926392,0.7104,0.8099781444549561,0.6952
5.0,0.7252819974899292,0.727,0.6525798950195313,0.7584
6.0,0.7168629455089569,0.7328,0.7335000286102294,0.7176
7.0,0.6875392141342163,0.748,0.7264667796134949,0.7164
8.0,0.6632897787570954,0.7536,0.6888630681991578,0.7736
9.0,0.6357439794540405,0.766,0.5231646689891816,0.8164
10.0,0.6160246526718139,0.7722,0.5510500294685364,0.8032
11.0,0.5966139929771423,0.7796,0.5531522222995758,0.7956
12.0,0.5958171936273575,0.778,0.7176368298530579,0.7332
13.0,0.5799014361858368,0.788,0.6394904218673706,0.7728
14.0,0.5478949791193009,0.8094,0.48537015910148623,0.8108
15.0,0.553557833480835,0.798,0.47340352766513827,0.8268
16.0,0.5061603983402252,0.8152,0.6061747192382813,0.7624
17.0,0.5333841612815857,0.8094,0.5132631435394287,0.8144
18.0,0.518770306968689,0.8088,1.1477558563232422,0.7036
19.0,0.5169727704048157,0.8132,0.4855163508415222,0.82
20.0,0.4897448739051819,0.8194,0.5604312877178192,0.7972
21.0,0.5113945146560669,0.8208,0.5652043114662171,0.7992
22.0,0.469240594959259,0.8316,0.47747036232948303,0.8288
23.0,0.49095044794082643,0.8206,0.5579145416259765,0.8036
24.0,0.4221521195411682,0.8482,0.5631704637289047,0.8048
25.0,0.45533759763240816,0.8338,0.542763104391098,0.8116
26.0,0.42107740144729616,0.852,0.582106029689312,0.7888
27.0,0.4337793008565903,0.8446,0.4910608570098877,0.8296
28.0,0.4009211002588272,0.8564,0.44164749574661255,0.8404
29.0,0.3960316791534424,0.8646,0.4415608316421509,0.8404
30.0,0.3978434958934784,0.8512,0.4558405933380127,0.8316
