Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,241742241213.61746,0.2024,1.617430362701416,0.2
2.0,49345.82648336353,0.1948,1.609955064201355,0.2
3.0,205619.9050507475,0.1942,1.609456965637207,0.2
4.0,1183.9429072946548,0.1942,1.6099097650527954,0.2
5.0,236.57710256175994,0.2072,1.6102897979736328,0.2
6.0,45.50731266212463,0.1948,1.6095619594573976,0.2
7.0,39.536736472320555,0.1948,1.6098723217010498,0.2
8.0,6.6112178510665895,0.194,1.6095992546081543,0.2
9.0,1.9081680021286012,0.1972,1.6094817699432373,0.2
10.0,1.6104164087295532,0.1934,1.6098965732574464,0.2
11.0,1.610150666809082,0.1986,1.609793134689331,0.2
12.0,146.7593768486023,0.1928,1.6095844175338745,0.2
13.0,564.1754243637085,0.1988,1.609630368232727,0.2
14.0,1.6110275077819824,0.1878,1.609531475830078,0.2
15.0,1.6100707820892335,0.2042,1.6097443649291991,0.2
16.0,1.610528935623169,0.1948,1.6097646907806396,0.2
17.0,36.83296518669128,0.1948,1.609673525428772,0.2
18.0,106.32431939067841,0.2038,1.610430969810486,0.2
19.0,1169.5433973285676,0.1892,1.6095972854614258,0.2
20.0,968.5427556379318,0.1902,1.609712817955017,0.2
21.0,4832.695413952637,0.1946,1.6100839239120484,0.2
22.0,82.31202232666016,0.1872,1.6097956483840943,0.2
23.0,1.6944939044952392,0.1956,1.609724415397644,0.2
24.0,58.467804984855654,0.1892,1.6096841854095458,0.2
25.0,1080.4229762880325,0.1892,1.609705531311035,0.2
26.0,1.6103581373214721,0.1958,1.609611706352234,0.2
27.0,61.97473349761963,0.1928,1.6100931499481201,0.2
28.0,1.6111243669509887,0.1862,1.6094867212295532,0.2
29.0,1.6103826179504395,0.201,1.6096174627304076,0.2
30.0,12.978701421165466,0.2014,1.6096679536819458,0.2
